character_id,episode_id,character_name,source_field
char__animal,train_ep_004863,animal,agents
char__deer,train_ep_004863,deer,agents
char__peasant,train_ep_004864,peasant,agents
char__person,train_ep_004864,person,agents
char__guest,train_ep_004865,guest,agents
char__waiter,train_ep_004865,waiter,agents
char__king,train_ep_004866,king,agents
char__servant,train_ep_004866,servant,agents
char__king,train_ep_004867,king,agents
char__lady_in_waiting,train_ep_004867,lady in waiting,agents
char__king,train_ep_004868,king,agents
char__servant,train_ep_004868,servant,agents
char__cooks,train_ep_004869,cooks,agents
char__servant,train_ep_004869,servant,agents
char__craftsman,train_ep_004870,craftsman,agents
char__cut_throat,train_ep_004870,cut throat,agents
char__cavalry,train_ep_004871,cavalry,agents
char__member,train_ep_004871,member,agents
char__dog,train_ep_004872,dog,agents
char__hunter,train_ep_004872,hunter,agents
char__dove,train_ep_004873,dove,agents
char__guard,train_ep_004873,guard,agents
char__lord,train_ep_004874,lord,agents
char__priest,train_ep_004874,priest,agents
char__adventurer,train_ep_004875,adventurer,agents
char__bandit,train_ep_004875,bandit,agents
char__rat,train_ep_004876,rat,agents
char__snakes,train_ep_004876,snakes,agents
char__nurse,train_ep_004877,nurse,agents
char__traitor,train_ep_004877,traitor,agents
char__madam_and_her_girls,train_ep_004878,madam and her girls,agents
char__man,train_ep_004878,man,agents
char__king,train_ep_004879,king,agents
char__queen,train_ep_004879,queen,agents
char__animal,train_ep_004880,animal,agents
char__fisherman,train_ep_004880,fisherman,agents
char__bug,train_ep_004881,bug,agents
char__squirrel,train_ep_004881,squirrel,agents
char__butterfly,train_ep_004882,butterfly,agents
char__horse,train_ep_004882,horse,agents
char__cat,train_ep_004883,cat,agents
char__mayor,train_ep_004883,mayor,agents
char__fairy,train_ep_004884,fairy,agents
char__royal_dog,train_ep_004884,royal dog,agents
char__maintenance_person,train_ep_004885,maintenance person,agents
char__preacher,train_ep_004885,preacher,agents
char__horse,train_ep_004886,horse,agents
char__sad_townsman,train_ep_004886,sad townsman,agents
char__witch,train_ep_004887,witch,agents
char__wolf,train_ep_004887,wolf,agents
char__mayor,train_ep_004888,mayor,agents
char__person,train_ep_004888,person,agents
char__child,train_ep_004889,child,agents
char__traveler,train_ep_004889,traveler,agents
char__king,train_ep_004890,king,agents
char__man,train_ep_004890,man,agents
char__mother,train_ep_004891,mother,agents
char__sister,train_ep_004891,sister,agents
char__monk,train_ep_004892,monk,agents
char__worshipper,train_ep_004892,worshipper,agents
char__angel,train_ep_004893,angel,agents
char__kings,train_ep_004893,kings,agents
char__dancer,train_ep_004894,dancer,agents
char__man,train_ep_004894,man,agents
char__local,train_ep_004895,local,agents
char__priest,train_ep_004895,priest,agents
char__person,train_ep_004896,person,agents
char__small_animals,train_ep_004896,small animals,agents
char__old_gnaisha,train_ep_004897,old gnaisha,agents
char__peasant,train_ep_004897,peasant,agents
char__child,train_ep_004898,child,agents
char__maid,train_ep_004898,maid,agents
char__denizen,train_ep_004899,denizen,agents
char__woman,train_ep_004899,woman,agents
char__local_merchant,train_ep_004900,local merchant,agents
char__people_saved_by_the_paladinsa,train_ep_004900,people saved by the paladinsa,agents
char__attendee,train_ep_004901,attendee,agents
char__priests,train_ep_004901,priests,agents
char__leader,train_ep_004902,leader,agents
char__servant,train_ep_004902,servant,agents
char__patron,train_ep_004903,patron,agents
char__warrior,train_ep_004903,warrior,agents
char__person,train_ep_004904,person,agents
char__survivors,train_ep_004904,survivors,agents
char__horse,train_ep_004905,horse,agents
char__peasant,train_ep_004905,peasant,agents
char__future_heir_to_the_throne,train_ep_004906,future heir to the throne,agents
char__villager,train_ep_004906,villager,agents
char__barn_cat,train_ep_004907,barn cat,agents
char__faery,train_ep_004907,faery,agents
char__animal,train_ep_004908,animal,agents
char__dog,train_ep_004908,dog,agents
char__cooks,train_ep_004909,cooks,agents
char__footman,train_ep_004909,footman,agents
char__dogs,train_ep_004910,dogs,agents
char__prisoner,train_ep_004910,prisoner,agents
char__chicken,train_ep_004911,chicken,agents
char__farmers,train_ep_004911,farmers,agents
char__ghost,train_ep_004912,ghost,agents
char__person,train_ep_004912,person,agents
char__guard,train_ep_004913,guard,agents
char__villager,train_ep_004913,villager,agents
char__knight,train_ep_004914,knight,agents
char__resting_travelers,train_ep_004914,resting travelers,agents
char__farmers,train_ep_004915,farmers,agents
char__queen,train_ep_004915,queen,agents
char__acolyte,train_ep_004916,acolyte,agents
char__high_priestess,train_ep_004916,high priestess,agents
char__farmers,train_ep_004917,farmers,agents
char__merchant,train_ep_004917,merchant,agents
char__priest,train_ep_004918,priest,agents
char__servant,train_ep_004918,servant,agents
char__bird,train_ep_004919,bird,agents
char__owl,train_ep_004919,owl,agents
char__customer,train_ep_004920,customer,agents
char__fisherman,train_ep_004920,fisherman,agents
char__guard,train_ep_004921,guard,agents
char__queen,train_ep_004921,queen,agents
char__goat,train_ep_004922,goat,agents
char__wrongdoer,train_ep_004922,wrongdoer,agents
char__war_officer,train_ep_004923,war officer,agents
char__wizard,train_ep_004923,wizard,agents
char__king,train_ep_004924,king,agents
char__maid,train_ep_004924,maid,agents
char__child,train_ep_004925,child,agents
char__families,train_ep_004925,families,agents
char__prisoner,train_ep_004926,prisoner,agents
char__town_sheriff,train_ep_004926,town sheriff,agents
char__king,train_ep_004927,king,agents
char__queen,train_ep_004927,queen,agents
char__priests,train_ep_004928,priests,agents
char__prince,train_ep_004928,prince,agents
char__child,train_ep_004929,child,agents
char__family_dog,train_ep_004929,family dog,agents
char__grass_snake,train_ep_004930,grass snake,agents
char__troubadours,train_ep_004930,troubadours,agents
char__guard,train_ep_004931,guard,agents
char__resident,train_ep_004931,resident,agents
char__dog,train_ep_004932,dog,agents
char__priest,train_ep_004932,priest,agents
char__king_s_mother_who_sits_at_their_side,train_ep_004933,king's mother who sits at their side,agents
char__visitor,train_ep_004933,visitor,agents
char__dogs,train_ep_004934,dogs,agents
char__king,train_ep_004934,king,agents
char__clergy,train_ep_004935,clergy,agents
char__priestess,train_ep_004935,priestess,agents
char__enemy,train_ep_004936,enemy,agents
char__king,train_ep_004936,king,agents
char__ox,train_ep_004937,ox,agents
char__villager,train_ep_004937,villager,agents
char__guest,train_ep_004938,guest,agents
char__king,train_ep_004938,king,agents
char__colorful_bird,train_ep_004939,colorful bird,agents
char__predator,train_ep_004939,predator,agents
char__families,train_ep_004940,families,agents
char__person,train_ep_004940,person,agents
char__insects,train_ep_004941,insects,agents
char__squirrel,train_ep_004941,squirrel,agents
char__mayor,train_ep_004942,mayor,agents
char__person,train_ep_004942,person,agents
char__monk,train_ep_004943,monk,agents
char__pirate,train_ep_004943,pirate,agents
char__her_maid,train_ep_004944,her maid,agents
char__laborsmen,train_ep_004944,laborsmen,agents
char__guard,train_ep_004945,guard,agents
char__mariner,train_ep_004945,mariner,agents
char__customer,train_ep_004946,customer,agents
char__fisherman,train_ep_004946,fisherman,agents
char__hog,train_ep_004947,hog,agents
char__ox,train_ep_004947,ox,agents
char__townperson,train_ep_004948,townperson,agents
char__villager,train_ep_004948,villager,agents
char__rat,train_ep_004949,rat,agents
char__sailor,train_ep_004949,sailor,agents
char__sailor,train_ep_004950,sailor,agents
char__salesman,train_ep_004950,salesman,agents
char__goblin,train_ep_004951,goblin,agents
char__guest,train_ep_004951,guest,agents
char__child,train_ep_004952,child,agents
char__fisherman,train_ep_004952,fisherman,agents
char__king,train_ep_004953,king,agents
char__merchant,train_ep_004953,merchant,agents
char__dog,train_ep_004954,dog,agents
char__owner,train_ep_004954,owner,agents
char__archer,train_ep_004955,archer,agents
char__court_jester,train_ep_004955,court jester,agents
char__their_family,train_ep_004956,their family,agents
char__wife,train_ep_004956,wife,agents
char__child,train_ep_004957,child,agents
char__helpers,train_ep_004957,helpers,agents
char__fish,train_ep_004958,fish,agents
char__queen,train_ep_004958,queen,agents
char__king_s_treasurer,train_ep_004959,king's treasurer,agents
char__spirit,train_ep_004959,spirit,agents
char__police,train_ep_004960,police,agents
char__prisoner,train_ep_004960,prisoner,agents
char__fisherman,train_ep_004961,fisherman,agents
char__mermaid,train_ep_004961,mermaid,agents
char__guard,train_ep_004962,guard,agents
char__peasant,train_ep_004962,peasant,agents
char__fairy,train_ep_004963,fairy,agents
char__rabid_wolf,train_ep_004963,rabid wolf,agents
char__peasant,train_ep_004964,peasant,agents
char__sheep,train_ep_004964,sheep,agents
char__bird,train_ep_004965,bird,agents
char__deer,train_ep_004965,deer,agents
char__king,train_ep_004966,king,agents
char__royal_family,train_ep_004966,royal family,agents
char__cleric,train_ep_004967,cleric,agents
char__wife,train_ep_004967,wife,agents
char__angel,train_ep_004968,angel,agents
char__dragon,train_ep_004968,dragon,agents
char__fisherman,train_ep_004969,fisherman,agents
char__parent,train_ep_004969,parent,agents
char__diplomat,train_ep_004970,diplomat,agents
char__monk,train_ep_004970,monk,agents
char__bigfoot,train_ep_004971,bigfoot,agents
char__girl,train_ep_004971,girl,agents
char__horse,train_ep_004972,horse,agents
char__wife,train_ep_004972,wife,agents
char__animal,train_ep_004973,animal,agents
char__villager,train_ep_004973,villager,agents
char__person,train_ep_004974,person,agents
char__wolves,train_ep_004974,wolves,agents
char__knight,train_ep_004975,knight,agents
char__young_student_reading_a_book_beneath_a_dogwood_tree,train_ep_004975,young student reading a book beneath a dogwood tree,agents
char__god,train_ep_004976,god,agents
char__villager,train_ep_004976,villager,agents
char__prisoner,train_ep_004977,prisoner,agents
char__visitor,train_ep_004977,visitor,agents
char__guest,train_ep_004978,guest,agents
char__knights_in_training,train_ep_004978,knights in training,agents
char__king,train_ep_004979,king,agents
char__servant,train_ep_004979,servant,agents
char__demon,train_ep_004980,demon,agents
char__dragon,train_ep_004980,dragon,agents
char__hunting_dog,train_ep_004981,hunting dog,agents
char__miner,train_ep_004981,miner,agents
char__king,train_ep_004982,king,agents
char__people,train_ep_004982,people,agents
char__queen,train_ep_004983,queen,agents
char__repentant_person,train_ep_004983,repentant person,agents
char__hog,train_ep_004984,hog,agents
char__outlaw,train_ep_004984,outlaw,agents
char__duke,train_ep_004985,duke,agents
char__queen,train_ep_004985,queen,agents
char__sheep,train_ep_004986,sheep,agents
char__worshiper,train_ep_004986,worshiper,agents
char__cat,train_ep_004987,cat,agents
char__farmers,train_ep_004987,farmers,agents
char__priest,train_ep_004988,priest,agents
char__troll,train_ep_004988,troll,agents
char__horse_tied_up_in_front_of_a_shop,train_ep_004989,horse tied up in front of a shop,agents
char__squire,train_ep_004989,squire,agents
char__jester,train_ep_004990,jester,agents
char__soldier,train_ep_004990,soldier,agents
char__guard,train_ep_004991,guard,agents
char__stable_boy,train_ep_004991,stable boy,agents
char__ambassador,train_ep_004992,ambassador,agents
char__local,train_ep_004992,local,agents
char__merchant,train_ep_004993,merchant,agents
char__servant,train_ep_004993,servant,agents
char__person,train_ep_004994,person,agents
char__priest,train_ep_004994,priest,agents
char__individual,train_ep_004995,individual,agents
char__member,train_ep_004995,member,agents
char__clergyman,train_ep_004996,clergyman,agents
char__watchman,train_ep_004996,watchman,agents
char__servant,train_ep_004997,servant,agents
char__visitor,train_ep_004997,visitor,agents
char__guard,train_ep_004998,guard,agents
char__rat_chews_on_a_dropped_hymnbook,train_ep_004998,rat chews on a dropped hymnbook,agents
char__clergy,train_ep_004999,clergy,agents
char__visitor,train_ep_004999,visitor,agents
char__bat_king,train_ep_005000,bat king,agents
char__old_man_with_a_fishing_rod,train_ep_005000,old man with a fishing rod,agents
char__guard,train_ep_005001,guard,agents
char__king,train_ep_005001,king,agents
char__priest_in_ornate_robes,train_ep_005002,priest in ornate robes,agents
char__sailor,train_ep_005002,sailor,agents
char__guard,train_ep_005003,guard,agents
char__traveler,train_ep_005003,traveler,agents
char__scorpion,train_ep_005004,scorpion,agents
char__snake,train_ep_005004,snake,agents
char__bird,train_ep_005005,bird,agents
char__clergyman,train_ep_005005,clergyman,agents
char__dog,train_ep_005006,dog,agents
char__visitor,train_ep_005006,visitor,agents
char__cat,train_ep_005007,cat,agents
char__royal_chef,train_ep_005007,royal chef,agents
char__rat,train_ep_005008,rat,agents
char__servant,train_ep_005008,servant,agents
char__seagull,train_ep_005009,seagull,agents
char__traveler,train_ep_005009,traveler,agents
char__critter,train_ep_005010,critter,agents
char__fishermen,train_ep_005010,fishermen,agents
char__camel,train_ep_005011,camel,agents
char__servant,train_ep_005011,servant,agents
char__cleaning_person,train_ep_005012,cleaning person,agents
char__queen,train_ep_005012,queen,agents
char__guest,train_ep_005013,guest,agents
char__maid,train_ep_005013,maid,agents
char__beaver,train_ep_005014,beaver,agents
char__guard,train_ep_005014,guard,agents
char__blacksmith,train_ep_005015,blacksmith,agents
char__resident,train_ep_005015,resident,agents
char__daughter,train_ep_005016,daughter,agents
char__small_aggressive_looking_dog,train_ep_005016,small aggressive-looking dog,agents
char__ghost,train_ep_005017,ghost,agents
char__skeleton,train_ep_005017,skeleton,agents
